Outer_Fold,FS_method,Classifier,Best_k,Selected_Features
3,LASSO,LightGBM,90,"original_shape_Elongation,original_shape_Maximum3DDiameter,original_shape_Sphericity,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Range,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_SumEntropy,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Contrast,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_InterquartileRange,wavelet-LHL_firstorder_MeanAbsoluteDeviation,wavelet-LHL_firstorder_Mean,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceAverage,wavelet-LHL_glcm_Imc1,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_JointEnergy,wavelet-LHL_glcm_JointEntropy,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelNonUniformity,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceNonUniformityNormalized,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHL_ngtdm_Contrast,wavelet-LHL_ngtdm_Strength,wavelet-LHH_firstorder_Range,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceEntropy,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Id,wavelet-LHH_glcm_Idmn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glszm_SmallAreaEmphasis,wavelet-LHH_glszm_ZoneEntropy,wavelet-LHH_gldm_DependenceEntropy,wavelet-LHH_gldm_DependenceNonUniformityNormalized,wavelet-LHH_gldm_GrayLevelVariance,wavelet-LHH_gldm_HighGrayLevelEmphasis,wavelet-LHH_gldm_LowGrayLevelEmphasis,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHH_ngtdm_Coarseness"
3,LASSO,Soft Voting Ensemble,90,"original_shape_Elongation,original_shape_Maximum3DDiameter,original_shape_Sphericity,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Range,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_SumEntropy,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_firstorder_Skewness,wavelet-LLH_firstorder_Variance,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,wavelet-LLH_glszm_ZonePercentage,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_LargeDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Contrast,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_InterquartileRange,wavelet-LHL_firstorder_MeanAbsoluteDeviation,wavelet-LHL_firstorder_Mean,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceAverage,wavelet-LHL_glcm_Imc1,wavelet-LHL_glcm_Imc2,wavelet-LHL_glcm_JointEnergy,wavelet-LHL_glcm_JointEntropy,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelNonUniformity,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceNonUniformityNormalized,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHL_ngtdm_Contrast,wavelet-LHL_ngtdm_Strength,wavelet-LHH_firstorder_Range,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceEntropy,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Id,wavelet-LHH_glcm_Idmn,wavelet-LHH_glcm_Imc1,wavelet-LHH_glcm_JointAverage,wavelet-LHH_glcm_SumSquares,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glszm_SmallAreaEmphasis,wavelet-LHH_glszm_ZoneEntropy,wavelet-LHH_gldm_DependenceEntropy,wavelet-LHH_gldm_DependenceNonUniformityNormalized,wavelet-LHH_gldm_GrayLevelVariance,wavelet-LHH_gldm_HighGrayLevelEmphasis,wavelet-LHH_gldm_LowGrayLevelEmphasis,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHH_ngtdm_Coarseness"
3,RF_importance,Random Forest,10,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy"
3,RF_importance,SVM (RBF),10,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy"
3,RF_importance,Logistic Regression,10,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy"
3,RF_importance,XGBoost,10,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy"
3,RF_importance,LightGBM,10,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy"
3,RF_importance,Soft Voting Ensemble,10,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy"
3,RF_importance,Random Forest,30,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance"
3,RF_importance,SVM (RBF),30,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance"
3,RF_importance,Logistic Regression,30,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance"
3,RF_importance,XGBoost,30,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance"
3,RF_importance,LightGBM,30,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance"
3,RF_importance,Stacking Ensemble,30,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance"
3,RF_importance,Soft Voting Ensemble,30,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance"
3,RF_importance,Random Forest,50,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance,log-sigma-3-0-mm-3D_glcm_Idmn,wavelet-LLH_glcm_Idmn,wavelet-LLL_glrlm_RunPercentage,wavelet-HHH_ngtdm_Contrast,log-sigma-1-0-mm-3D_glcm_Idn,wavelet-HLH_glrlm_GrayLevelVariance,wavelet-HLL_glszm_ZonePercentage,log-sigma-3-0-mm-3D_glcm_Imc2,wavelet-LHH_ngtdm_Coarseness,original_glszm_ZoneEntropy,log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glcm_Imc2,wavelet-LLL_glcm_JointAverage,wavelet-HLL_glcm_Idmn,wavelet-HHH_gldm_HighGrayLevelEmphasis,wavelet-HHL_ngtdm_Coarseness,wavelet-HLH_firstorder_Uniformity,wavelet-HLL_ngtdm_Coarseness"
3,RF_importance,SVM (RBF),50,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance,log-sigma-3-0-mm-3D_glcm_Idmn,wavelet-LLH_glcm_Idmn,wavelet-LLL_glrlm_RunPercentage,wavelet-HHH_ngtdm_Contrast,log-sigma-1-0-mm-3D_glcm_Idn,wavelet-HLH_glrlm_GrayLevelVariance,wavelet-HLL_glszm_ZonePercentage,log-sigma-3-0-mm-3D_glcm_Imc2,wavelet-LHH_ngtdm_Coarseness,original_glszm_ZoneEntropy,log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glcm_Imc2,wavelet-LLL_glcm_JointAverage,wavelet-HLL_glcm_Idmn,wavelet-HHH_gldm_HighGrayLevelEmphasis,wavelet-HHL_ngtdm_Coarseness,wavelet-HLH_firstorder_Uniformity,wavelet-HLL_ngtdm_Coarseness"
3,RF_importance,Logistic Regression,50,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HHH_firstorder_Median,wavelet-HHH_ngtdm_Strength,wavelet-HHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_DependenceEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHL_glcm_Id,wavelet-HLH_glcm_SumSquares,wavelet-HLH_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceEntropy,wavelet-LLL_glcm_Idmn,wavelet-LHH_glcm_SumSquares,log-sigma-2-0-mm-3D_glcm_Idmn,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_Idmn,log-sigma-1-0-mm-3D_glcm_Correlation,wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-HHH_ngtdm_Coarseness,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-HLH_gldm_SmallDependenceEmphasis,log-sigma-3-0-mm-3D_glcm_Correlation,log-sigma-3-0-mm-3D_glcm_Imc1,wavelet-LHL_glcm_MCC,wavelet-LHH_gldm_GrayLevelVariance,log-sigma-3-0-mm-3D_glcm_Idmn,wavelet-LLH_glcm_Idmn,wavelet-LLL_glrlm_RunPercentage,wavelet-HHH_ngtdm_Contrast,log-sigma-1-0-mm-3D_glcm_Idn,wavelet-HLH_glrlm_GrayLevelVariance,wavelet-HLL_glszm_ZonePercentage,log-sigma-3-0-mm-3D_glcm_Imc2,wavelet-LHH_ngtdm_Coarseness,original_glszm_ZoneEntropy,log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glcm_Imc2,wavelet-LLL_glcm_JointAverage,wavelet-HLL_glcm_Idmn,wavelet-HHH_gldm_HighGrayLevelEmphasis,wavelet-HHL_ngtdm_Coarseness,wavelet-HLH_firstorder_Uniformity,wavelet-HLL_ngtdm_Coarseness"
